Elapsed time;MLII
8.656;-0.260
8.658;-0.275
8.661;-0.285
8.664;-0.265
8.667;-0.255
8.669;-0.250
8.672;-0.270
8.675;-0.280
8.678;-0.285
8.681;-0.285
8.683;-0.280
8.686;-0.270
8.689;-0.270
8.692;-0.270
8.694;-0.285
8.697;-0.280
8.700;-0.275
8.703;-0.270
8.706;-0.265
8.708;-0.275
8.711;-0.290
8.714;-0.285
8.717;-0.285
8.719;-0.275
8.722;-0.270
8.725;-0.280
8.728;-0.295
8.731;-0.280
8.733;-0.270
8.736;-0.270
8.739;-0.275
8.742;-0.285
8.744;-0.300
8.747;-0.295
8.750;-0.290
8.753;-0.295
8.756;-0.300
8.758;-0.290
8.761;-0.305
8.764;-0.295
8.767;-0.290
8.769;-0.295
8.772;-0.290
8.775;-0.310
8.778;-0.320
8.781;-0.315
8.783;-0.315
8.786;-0.300
8.789;-0.305
8.792;-0.315
8.794;-0.330
8.797;-0.320
8.800;-0.305
8.803;-0.315
8.806;-0.305
8.808;-0.315
8.811;-0.325
8.814;-0.310
8.817;-0.295
8.819;-0.300
8.822;-0.305
8.825;-0.310
8.828;-0.325
8.831;-0.315
8.833;-0.315
8.836;-0.305
8.839;-0.305
8.842;-0.325
8.844;-0.320
8.847;-0.320
8.850;-0.310
8.853;-0.305
8.856;-0.320
8.858;-0.320
8.861;-0.320
8.864;-0.310
8.867;-0.305
8.869;-0.290
8.872;-0.285
8.875;-0.290
8.878;-0.305
8.881;-0.310
8.883;-0.300
8.886;-0.300
8.889;-0.310
8.892;-0.315
8.894;-0.315
8.897;-0.310
8.900;-0.295
8.903;-0.300
8.906;-0.295
8.908;-0.315
8.911;-0.310
8.914;-0.290
8.917;-0.265
8.919;-0.240
8.922;-0.255
8.925;-0.240
8.928;-0.250
8.931;-0.225
8.933;-0.225
8.936;-0.215
8.939;-0.210
8.942;-0.200
8.944;-0.195
8.947;-0.195
8.950;-0.180
8.953;-0.175
8.956;-0.180
8.958;-0.205
8.961;-0.215
8.964;-0.210
8.967;-0.210
8.969;-0.210
8.972;-0.210
8.975;-0.215
8.978;-0.225
8.981;-0.210
8.983;-0.180
8.986;-0.170
8.989;-0.185
8.992;-0.240
8.994;-0.255
8.997;-0.255
9.000;-0.270
9.003;-0.275
9.006;-0.285
9.008;-0.300
9.011;-0.300
9.014;-0.315
9.017;-0.305
9.019;-0.300
9.022;-0.295
9.025;-0.300
9.028;-0.315
9.031;-0.310
9.033;-0.310
9.036;-0.300
9.039;-0.300
9.042;-0.305
9.044;-0.315
9.047;-0.325
9.050;-0.320
9.053;-0.320
9.056;-0.320
9.058;-0.325
9.061;-0.340
9.064;-0.335
9.067;-0.325
9.069;-0.315
9.072;-0.320
9.075;-0.345
9.078;-0.370
9.081;-0.395
9.083;-0.425
9.086;-0.445
9.089;-0.465
9.092;-0.510
9.094;-0.530
9.097;-0.485
9.100;-0.370
9.103;-0.235
9.106;-0.090
9.108;0.105
9.111;0.375
9.114;0.655
9.117;0.820
9.119;0.865
9.122;0.735
9.125;0.450
9.128;0.060
9.131;-0.270
9.133;-0.430
9.136;-0.460
9.139;-0.415
9.142;-0.385
9.144;-0.365
9.147;-0.355
9.150;-0.355
9.153;-0.345
9.156;-0.350
9.158;-0.350
9.161;-0.360
9.164;-0.345
9.167;-0.340
9.169;-0.340
9.172;-0.335
9.175;-0.335
9.178;-0.355
9.181;-0.345
9.183;-0.340
9.186;-0.335
9.189;-0.340
9.192;-0.350
9.194;-0.365
9.197;-0.360
9.200;-0.365
9.203;-0.350
9.206;-0.345
9.208;-0.365
9.211;-0.360
9.214;-0.350
9.217;-0.355
9.219;-0.350
9.222;-0.355
9.225;-0.350
9.228;-0.360
9.231;-0.335
9.233;-0.335
9.236;-0.330
9.239;-0.340
9.242;-0.350
9.244;-0.350
9.247;-0.345
9.250;-0.335
9.253;-0.345
9.256;-0.355
9.258;-0.355
9.261;-0.370
9.264;-0.355
9.267;-0.350
9.269;-0.345
9.272;-0.365
9.275;-0.365
9.278;-0.370
9.281;-0.365
9.283;-0.355
9.286;-0.345
9.289;-0.345
9.292;-0.345
9.294;-0.340
9.297;-0.335
9.300;-0.325
9.303;-0.335
9.306;-0.345
9.308;-0.350
9.311;-0.350
9.314;-0.355
9.317;-0.355
9.319;-0.360
9.322;-0.350
9.325;-0.360
9.328;-0.365
9.331;-0.345
9.333;-0.345
9.336;-0.330
9.339;-0.350
9.342;-0.345
9.344;-0.355
9.347;-0.350
9.350;-0.340
9.353;-0.335
9.356;-0.350
9.358;-0.365
9.361;-0.380
9.364;-0.385
9.367;-0.355
9.369;-0.360
9.372;-0.355
9.375;-0.370
9.378;-0.385
9.381;-0.370
9.383;-0.370
9.386;-0.350
9.389;-0.345
9.392;-0.365
9.394;-0.365
9.397;-0.360
9.400;-0.345
9.403;-0.330
9.406;-0.330
9.408;-0.330
9.411;-0.335
9.414;-0.315
9.417;-0.310
9.419;-0.285
9.422;-0.290
9.425;-0.290
9.428;-0.300
9.431;-0.280
9.433;-0.275
9.436;-0.260
9.439;-0.260
9.442;-0.270
9.444;-0.265
9.447;-0.255
9.450;-0.250
9.453;-0.245
9.456;-0.245
9.458;-0.255
9.461;-0.265
9.464;-0.260
9.467;-0.255
9.469;-0.240
9.472;-0.250
9.475;-0.255
9.478;-0.275
9.481;-0.275
9.483;-0.265
9.486;-0.270
9.489;-0.275
9.492;-0.280
9.494;-0.290
9.497;-0.280
9.500;-0.275
9.503;-0.270
9.506;-0.270
9.508;-0.280
9.511;-0.290
9.514;-0.280
9.517;-0.285
9.519;-0.275
9.522;-0.290
9.525;-0.280
9.528;-0.290
9.531;-0.280
9.533;-0.285
9.536;-0.275
9.539;-0.280
9.542;-0.295
9.544;-0.305
9.547;-0.300
9.550;-0.300
9.553;-0.305
9.556;-0.315
9.558;-0.320
9.561;-0.310
9.564;-0.310
9.567;-0.300
9.569;-0.310
9.572;-0.310
9.575;-0.320
9.578;-0.325
9.581;-0.310
9.583;-0.320
9.586;-0.310
9.589;-0.310
9.592;-0.315
9.594;-0.325
9.597;-0.315
9.600;-0.305
9.603;-0.315
9.606;-0.310
9.608;-0.320
9.611;-0.325
9.614;-0.325
9.617;-0.320
9.619;-0.305
9.622;-0.305
9.625;-0.300
9.628;-0.315
9.631;-0.300
9.633;-0.310
9.636;-0.315
9.639;-0.305
9.642;-0.310
9.644;-0.320
9.647;-0.310
9.650;-0.300
9.653;-0.295
9.656;-0.300
9.658;-0.315
9.661;-0.325
9.664;-0.325
9.667;-0.305
9.669;-0.310
9.672;-0.290
9.675;-0.315
9.678;-0.325
9.681;-0.320
9.683;-0.290
9.686;-0.280
9.689;-0.260
9.692;-0.260
9.694;-0.265
9.697;-0.260
9.700;-0.250
9.703;-0.230
9.706;-0.220
9.708;-0.220
9.711;-0.235
9.714;-0.220
9.717;-0.205
9.719;-0.205
9.722;-0.210
9.725;-0.210
9.728;-0.230
9.731;-0.240
9.733;-0.230
9.736;-0.225
9.739;-0.235
9.742;-0.250
9.744;-0.265
9.747;-0.260
9.750;-0.245
9.753;-0.215
9.756;-0.215
9.758;-0.245
9.761;-0.280
9.764;-0.275
9.767;-0.275
9.769;-0.295
9.772;-0.310
9.775;-0.325
9.778;-0.340
9.781;-0.340
9.783;-0.325
9.786;-0.315
9.789;-0.310
9.792;-0.315
9.794;-0.330
9.797;-0.330
9.800;-0.325
9.803;-0.325
9.806;-0.335
9.808;-0.345
9.811;-0.350
9.814;-0.350
9.817;-0.350
9.819;-0.345
9.822;-0.350
9.825;-0.365
9.828;-0.360
9.831;-0.350
9.833;-0.355
9.836;-0.345
9.839;-0.345
9.842;-0.350
9.844;-0.365
9.847;-0.380
9.850;-0.405
9.853;-0.425
9.856;-0.440
9.858;-0.470
9.861;-0.520
9.864;-0.540
9.867;-0.490
9.869;-0.390
9.872;-0.260
9.875;-0.115
9.878;0.085
9.881;0.360
9.883;0.615
9.886;0.780
9.889;0.835
9.892;0.720
9.894;0.410
9.897;0.030
9.900;-0.255
9.903;-0.415
9.906;-0.470
9.908;-0.465
9.911;-0.435
9.914;-0.395
9.917;-0.375
9.919;-0.370
9.922;-0.375
9.925;-0.375
9.928;-0.390
9.931;-0.400
9.933;-0.380
9.936;-0.385
9.939;-0.385
9.942;-0.385
9.944;-0.385
9.947;-0.370
9.950;-0.370
9.953;-0.360
9.956;-0.380
9.958;-0.380
9.961;-0.385
9.964;-0.370
9.967;-0.370
9.969;-0.365
9.972;-0.375
9.975;-0.385
9.978;-0.390
9.981;-0.390
9.983;-0.385
9.986;-0.385
9.989;-0.395
9.992;-0.390
9.994;-0.400
9.997;-0.405
